iter	Passed	Remaining
411	3125	4460
412	3132	4451
413	3138	4443
414	3145	4434
415	3151	4424
416	3158	4415
417	3165	4407
418	3171	4398
419	3179	4390
420	3185	4381
421	3192	4372
422	3199	4363
423	3205	4355
424	3212	4346
425	3219	4337
426	3226	4329
427	3232	4320
428	3239	4311
429	3245	4302
430	3252	4294
431	3259	4285
432	3267	4278
433	3274	4269
434	3281	4262
435	3290	4256
436	3297	4248
437	3305	4241
438	3313	4233
439	3321	4226
440	3327	4218
441	3333	4208
442	3339	4199
443	3346	4190
444	3352	4181
445	3358	4172
446	3365	4163
447	3371	4154
448	3377	4145
449	3384	4136
450	3390	4127
451	3396	4117
452	3402	4108
453	3408	4099
454	3414	4090
455	3421	4081
456	3427	4072
457	3433	4063
458	3439	4054
459	3445	4045
460	3452	4036
461	3458	4027
462	3466	4020
463	3472	4010
464	3478	4002
465	3484	3993
466	3490	3984
467	3496	3975
468	3503	3966
469	3509	3957
470	3515	3948
471	3521	3939
472	3527	3930
473	3531	3918
474	3537	3910
475	3544	3901
476	3550	3892
477	3554	3881
478	3560	3873
479	3566	3864
480	3573	3855
481	3579	3846
482	3585	3837
483	3592	3830
484	3598	3821
485	3605	3812
486	3611	3804
487	3617	3795
488	3623	3786
489	3630	3778
490	3636	3769
491	3642	3760
492	3645	3749
493	3651	3740
494	3657	3731
495	3664	3723
496	3670	3714
497	3676	3706
498	3682	3697
499	3688	3688
500	3694	3680
501	3701	3671
502	3707	3663
503	3713	3654
504	3719	3645
505	3725	3637
506	3729	3626
507	3735	3618
508	3742	3609
509	3748	3601
510	3754	3592
511	3760	3584
512	3766	3576
513	3773	3567
514	3779	3559
515	3785	3550
516	3791	3542
517	3798	3534
518	3804	3525
519	3810	3517
520	3816	3508
521	3821	3499
522	3827	3490
523	3833	3482
524	3840	3474
525	3846	3465
526	3852	3457
527	3858	3449
528	3864	3440
529	3869	3431
530	3875	3423
531	3881	3414
532	3887	3406
533	3893	3398
534	3899	3389
535	3906	3381
536	3910	3371
537	3916	3363
538	3922	3354
539	3928	3346
540	3934	3338
541	3939	3328
542	3945	3320
543	3951	3312
544	3957	3304
545	3963	3295
546	3970	3287
547	3977	3280
548	3985	3273
549	3991	3265
550	3998	3257
551	4004	3249
552	4010	3241
553	4016	3233
554	4022	3225
555	4029	3217
556	4035	3209
557	4041	3201
558	4047	3193
559	4054	3185
560	4061	3178
561	4068	3170
562	4074	3162
563	4080	3154
564	4087	3146
565	4093	3138
566	4099	3130
567	4106	3123
568	4112	3115
569	4118	3107
570	4125	3099
571	4131	3091
572	4136	3082
573	4142	3074
574	4148	3066
575	4156	3059
576	4162	3051
577	4169	3043
578	4175	3035
579	4181	3028
580	4187	3020
581	4194	3012
582	4200	3004
583	4205	2995
584	4210	2986
585	4216	2978
586	4222	2971
587	4229	2963
588	4235	2955
589	4241	2947
590	4247	2939
591	4253	2931
592	4259	2923
593	4265	2915
594	4271	2907
595	4277	2899
596	4284	2891
597	4290	2884
598	4296	2876
599	4303	2868
600	4310	2862
601	4317	2854
602	4323	2846
603	4329	2838
604	4336	2831
605	4342	2823
606	4348	2815
607	4355	2807
608	4361	2800
609	4367	2792
610	4374	2784
611	4380	2777
612	4386	2769
613	4392	2761
614	4399	2753
615	4405	2746
616	4411	2738
617	4418	2730
618	4424	2723
619	4431	2715
620	4437	2707
621	4443	2700
622	4449	2692
623	4455	2684
624	4461	2677
625	4468	2669
626	4474	2661
627	4480	2654
628	4486	2646
629	4493	2638
630	4499	2631
631	4505	2623
632	4512	2616
633	4518	2608
634	4524	2600
635	4531	2593
636	4537	2585
637	4541	2576
638	4547	2569
639	4553	2561
640	4559	2553
641	4566	2546
642	4572	2538
643	4578	2530
644	4584	2523
645	4590	2515
646	4597	2508
647	4601	2499
648	4605	2490
649	4611	2483
650	4617	2475
651	4623	2467
652	4629	2460
653	4635	2452
654	4641	2445
655	4648	2437
656	4654	2429
657	4660	2422
658	4666	2414
659	4673	2407
660	4679	2399
661	4685	2392
662	4692	2384
663	4698	2377
664	4704	2370
665	4707	2361
666	4714	2353
667	4720	2346
668	4726	2338
669	4732	2331
670	4738	2323
671	4744	2316
672	4748	2307
673	4754	2299
674	4760	2292
675	4767	2284
676	4773	2277
677	4779	2269
678	4785	2262
679	4791	2254
680	4798	2247
681	4804	2240
682	4810	2232
683	4816	2225
684	4823	2218
685	4829	2210
686	4835	2203
687	4842	2195
688	4848	2188
689	4854	2181
690	4860	2173
691	4866	2166
692	4873	2158
693	4879	2151
694	4885	2144
695	4892	2136
696	4898	2129
697	4904	2122
698	4910	2114
699	4917	2107
700	4923	2100
701	4929	2092
702	4935	2085
703	4942	2077
704	4948	2070
705	4954	2063
706	4960	2055
707	4967	2048
708	4973	2041
709	4979	2033
710	4985	2026
711	4992	2019
712	4998	2011
713	5004	2004
714	5010	1997
715	5016	1989
716	5022	1982
717	5030	1975
718	5038	1968
719	5044	1961
720	5050	1954
721	5056	1947
722	5062	1939
723	5069	1932
724	5075	1925
725	5081	1917
726	5088	1910
727	5094	1903
728	5100	1896
729	5107	1888
730	5113	1881
731	5119	1874
732	5125	1867
733	5132	1859
734	5138	1852
735	5144	1845
736	5150	1838
737	5156	1830
738	5163	1823
739	5169	1816
740	5175	1809
741	5180	1801
742	5187	1794
743	5193	1786
744	5199	1779
745	5205	1772
746	5212	1765
747	5218	1758
748	5224	1750
749	5231	1743
750	5237	1736
751	5244	1729
752	5250	1722
753	5256	1715
754	5262	1707
755	5269	1700
756	5276	1693
757	5282	1686
758	5288	1679
759	5295	1672
760	5301	1664
761	5307	1657
762	5314	1650
763	5320	1643
764	5327	1636
765	5333	1629
766	5339	1622
767	5345	1614
768	5351	1607
769	5358	1600
770	5364	1593
771	5370	1586
772	5376	1578
773	5383	1571
774	5390	1564
775	5396	1557
776	5402	1550
777	5408	1543
778	5414	1536
779	5420	1528
780	5426	1521
781	5432	1514
782	5439	1507
783	5445	1500
784	5451	1493
785	5457	1485
786	5463	1478
787	5470	1471
788	5476	1464
789	5482	1457
790	5489	1450
791	5495	1443
792	5502	1436
793	5508	1429
794	5514	1421
795	5520	1414
796	5526	1407
797	5533	1400
798	5539	1393
799	5545	1386
800	5551	1379
801	5557	1372
802	5563	1364
803	5569	1357
804	5575	1350
805	5582	1343
806	5588	1336
807	5594	1329
808	5600	1322
809	5606	1315
810	5612	1307
811	5618	1300
812	5624	1293
813	5630	1286
814	5636	1279
815	5643	1272
816	5649	1265
817	5655	1258
818	5661	1251
819	5667	1244
820	5674	1237
821	5680	1230
822	5686	1222
823	5692	1215
824	5699	1208
825	5705	1201
826	5711	1194
827	5717	1187
828	5724	1180
829	5730	1173
830	5736	1166
831	5742	1159
832	5748	1152
833	5755	1145
834	5761	1138
835	5767	1131
836	5773	1124
837	5779	1117
838	5786	1110
839	5792	1103
840	5799	1096
841	5805	1089
842	5811	1082
843	5817	1075
844	5824	1068
845	5830	1061
846	5836	1054
847	5843	1047
848	5849	1040
849	5855	1033
850	5861	1026
851	5867	1019
852	5873	1012
853	5879	1005
854	5886	998
855	5892	991
856	5898	984
857	5904	977
858	5911	970
859	5917	963
860	5923	956
861	5929	949
862	5936	942
863	5942	935
864	5948	928
865	5955	921
866	5961	914
867	5967	907
868	5973	900
869	5980	893
870	5986	886
871	5992	879
872	5999	872
873	6005	865
874	6011	858
875	6017	851
876	6024	844
877	6030	837
878	6036	830
879	6043	824
880	6049	817
881	6056	810
882	6062	803
883	6068	796
884	6075	789
885	6081	782
886	6087	775
887	6093	768
888	6099	761
889	6106	754
890	6112	747
891	6118	740
892	6124	733
893	6130	726
894	6136	719
895	6143	713
896	6149	706
897	6155	699
898	6161	692
899	6167	685
900	6173	678
901	6180	671
902	6186	664
903	6192	657
904	6198	650
905	6204	643
906	6210	636
907	6216	629
908	6223	622
909	6229	616
910	6235	609
911	6241	602
912	6248	595
913	6254	588
914	6261	581
915	6267	574
916	6273	567
917	6280	560
918	6286	554
919	6292	547
920	6298	540
921	6305	533
922	6311	526
923	6317	519
924	6323	512
925	6329	505
926	6336	498
927	6342	492
928	6348	485
929	6354	478
930	6361	471
931	6368	464
932	6374	457
933	6380	450
934	6386	443
935	6392	437
936	6398	430
937	6404	423
938	6410	416
939	6416	409
940	6422	402
941	6429	395
942	6435	388
943	6441	382
944	6447	375
945	6454	368
946	6460	361
947	6466	354
948	6472	347
949	6478	340
950	6484	334
951	6490	327
952	6496	320
953	6503	313
954	6509	306
955	6515	299
956	6521	293
957	6527	286
958	6533	279
959	6539	272
960	6545	265
961	6551	258
962	6558	251
963	6564	245
964	6570	238
965	6576	231
966	6582	224
967	6589	217
968	6595	210
969	6601	204
970	6607	197
971	6613	190
972	6619	183
973	6625	176
974	6631	170
975	6638	163
976	6644	156
977	6651	149
978	6657	142
979	6663	135
980	6670	129
981	6676	122
982	6682	115
983	6689	108
984	6695	101
985	6701	95
986	6708	88
987	6714	81
988	6720	74
989	6727	67
990	6733	61
991	6739	54
992	6745	47
993	6752	40
994	6758	33
995	6765	27
996	6771	20
997	6777	13
998	6784	6
999	6790	0
