iter	Logloss
200	0.4205451687
201	0.4203893295
202	0.4201203074
203	0.4199291697
204	0.4194689333
205	0.4191847849
206	0.4190771187
207	0.4189118114
208	0.4188181636
209	0.4187131278
210	0.4184415272
211	0.4181744353
212	0.4179532317
213	0.4177579209
214	0.4176624802
215	0.4173197683
216	0.4172177848
217	0.4171142585
218	0.4169935612
219	0.4168092182
220	0.4165106197
221	0.4163385121
222	0.4160519405
223	0.4158087584
224	0.415478673
225	0.4153777464
226	0.4151723326
227	0.4149755147
228	0.4147355515
229	0.4144562426
230	0.4143167291
231	0.4140996019
232	0.414029483
233	0.4139174235
234	0.4136624944
235	0.4134917503
236	0.4132748528
237	0.4131974026
238	0.4129037815
239	0.4128278126
240	0.4125538165
241	0.4124357744
242	0.4122595082
243	0.4122111285
244	0.4121346302
245	0.4119387711
246	0.4118125457
247	0.4116645624
248	0.4110835932
249	0.411037897
250	0.4108236105
251	0.4107428423
252	0.4104222725
253	0.410327471
254	0.4102414705
255	0.4100706503
256	0.4098166034
257	0.4095745832
258	0.4095213735
259	0.4094461787
260	0.4092899669
261	0.4091938128
262	0.4090931201
263	0.4090438756
264	0.4089324098
265	0.4088550872
266	0.4087348357
267	0.4085408952
268	0.4084020468
269	0.40826268
270	0.4080623854
271	0.4079516238
272	0.4077697947
273	0.4075506081
274	0.4074823453
275	0.4073486539
276	0.4071538905
277	0.4070536028
278	0.4069822821
279	0.4068828679
280	0.4067710412
281	0.4067195656
282	0.4065122503
283	0.4061338966
284	0.4060671816
285	0.4060065331
286	0.4058038588
287	0.4057145421
288	0.4055039607
289	0.4054328577
290	0.4053886348
291	0.4052857468
292	0.4050988769
293	0.4048461912
294	0.4047447901
295	0.4046648755
296	0.4045926427
297	0.4045271006
298	0.4044978494
299	0.4043871122
300	0.4043021798
301	0.4042689603
302	0.4041808294
303	0.404116369
304	0.4040345098
305	0.4039397971
306	0.4036706324
307	0.4035057314
308	0.4033438795
309	0.4032580243
310	0.4032066946
311	0.4031134609
312	0.4030098161
313	0.4029454018
314	0.4028523196
315	0.4027641312
316	0.4026788995
317	0.402623792
318	0.4025460274
319	0.4024932492
320	0.4023622764
321	0.4021831059
322	0.4021210727
323	0.4019961351
324	0.4018581473
325	0.4016653281
326	0.4013786101
327	0.4012479635
328	0.4011761044
329	0.4011116035
330	0.40101046
331	0.4008178405
332	0.400705655
333	0.4004998315
334	0.4002123948
335	0.4000467588
336	0.3999828369
337	0.3998918205
338	0.399789061
339	0.3996569236
340	0.3996054848
341	0.3995141322
342	0.3993251806
343	0.3991194286
344	0.399069107
345	0.3989375296
346	0.3987735841
347	0.3987082369
348	0.3985955009
349	0.3985810122
350	0.3984881212
351	0.3984345749
352	0.3983356779
353	0.3982745951
354	0.3982293188
355	0.3981725954
356	0.3980960675
357	0.3980157126
358	0.3979786749
359	0.397920655
360	0.397751299
361	0.3977133679
362	0.3976783734
363	0.3974062115
364	0.3972547917
365	0.3972007462
366	0.3970219754
367	0.3968445836
368	0.3967428855
369	0.3966869974
370	0.3966846271
371	0.3964728825
372	0.3963876136
373	0.396342784
374	0.3962555648
375	0.3960892976
376	0.3959491747
377	0.3957068979
378	0.3956451872
379	0.3955368226
380	0.3954300437
381	0.395368392
382	0.3952975246
383	0.3951391877
384	0.3949965923
385	0.3948697514
386	0.3945972127
387	0.3945599969
388	0.3944429115
389	0.3941677987
390	0.3940904212
391	0.393969499
392	0.3939085659
393	0.3938404573
394	0.3937897718
395	0.3937136076
396	0.3936099713
397	0.3935424277
398	0.3934691082
399	0.3934119922
400	0.3932954528
401	0.3932163971
402	0.3931509712
403	0.3930665445
404	0.3930086546
405	0.3929118353
406	0.3927945924
407	0.392709834
408	0.3926461158
409	0.3924898399
410	0.3924565999
411	0.3923533163
412	0.3923170188
413	0.3922656217
414	0.3921980704
415	0.3921413176
416	0.3920182173
417	0.3919507957
418	0.3918733838
419	0.3918431506
420	0.3916873092
421	0.3915751148
422	0.3914984079
423	0.3913049322
424	0.391162257
425	0.3911109733
426	0.3910556946
427	0.3909668052
428	0.3908588728
429	0.3907604323
430	0.3906678776
431	0.3906322718
432	0.3904385436
433	0.3902609497
434	0.3901765727
435	0.3899964854
436	0.3899242738
437	0.3898674813
438	0.3897312858
439	0.3896805456
440	0.389429082
441	0.3893756889
442	0.3893304896
443	0.3892503308
444	0.3892141655
445	0.3891297109
446	0.3888880852
447	0.3886746737
448	0.3886415255
449	0.3884805054
450	0.38835227
451	0.3881832966
452	0.3881163235
453	0.3879904198
454	0.3879250499
455	0.3877586349
456	0.387628541
457	0.387568907
458	0.3873445423
459	0.3871436027
460	0.3870909717
461	0.3870331194
462	0.3869402783
463	0.3868944114
464	0.3866977523
465	0.3865735542
466	0.3864920918
467	0.386433372
468	0.3863458872
469	0.3862067904
470	0.3860921595
471	0.3859531264
472	0.3858930167
473	0.385864267
474	0.3855739707
475	0.3855111306
476	0.3854512983
477	0.3854234327
478	0.3853660455
479	0.3853026154
480	0.3852079678
481	0.3850352803
482	0.3849768632
483	0.3849217773
484	0.384680622
485	0.3846238148
486	0.3844303523
487	0.3843659517
488	0.3842970837
489	0.3842630152
490	0.3838591555
491	0.3838159942
492	0.3837927508
493	0.3836125619
494	0.3835582552
495	0.3834737611
496	0.3834026031
497	0.3833637986
498	0.3831857738
499	0.3830880697
500	0.3830540725
501	0.3829671515
502	0.3828814987
503	0.3828240042
504	0.3827579705
505	0.382676743
506	0.3826568252
507	0.3823786301
508	0.3823112843
509	0.3822897293
510	0.3822251885
511	0.3821652737
512	0.3820514064
513	0.3819904663
514	0.3819503827
515	0.3819031981
516	0.3818330661
517	0.3817464707
518	0.3816794095
519	0.3816238816
520	0.3815626122
521	0.3815149671
522	0.3814546376
523	0.3813939821
524	0.38128821
525	0.3811689947
526	0.3811038768
527	0.3810395998
528	0.3809421973
529	0.3808109757
530	0.3807414616
531	0.3806693417
532	0.3805433372
533	0.3803763057
534	0.3803370426
535	0.3802775489
536	0.3802385039
537	0.3799902805
538	0.3799419271
539	0.3798549989
540	0.3797603454
541	0.3797294906
542	0.3796600073
543	0.379614164
544	0.3795624605
545	0.379512387
546	0.3793141233
547	0.3792387395
548	0.3791877421
549	0.379140296
550	0.3790606698
551	0.3788904388
552	0.3788239306
553	0.378774416
554	0.3786363241
555	0.3785848338
556	0.3785427726
557	0.3785010959
558	0.378437953
559	0.3781886895
560	0.3781188435
561	0.3780016759
562	0.3777577391
563	0.3777008811
564	0.3776523951
565	0.3775661148
566	0.3774417179
567	0.3773941367
568	0.3772971577
569	0.3770897474
570	0.3769517485
571	0.376889965
572	0.3768524471
573	0.3767490165
574	0.3767035396
575	0.3766114552
576	0.3765524539
577	0.376487618
578	0.3761776287
579	0.3761181611
580	0.376060398
581	0.3759815039
582	0.3759364128
583	0.3758531851
584	0.3757978303
585	0.3757104245
586	0.3756197251
587	0.3755642137
588	0.3755182021
589	0.3754414221
590	0.3753802928
591	0.375331291
592	0.3750923137
593	0.37504365
594	0.3749589729
595	0.3749135543
596	0.3748723071
597	0.3748098943
598	0.3747076297
599	0.374643982
600	0.3744928825
601	0.3743860115
602	0.374250002
603	0.3741969652
604	0.3741558454
605	0.373987266
606	0.3739304966
607	0.3738806912
608	0.3738070651
609	0.373593987
610	0.3735477874
611	0.3734779012
612	0.3734148451
613	0.3732016045
614	0.3731337387
615	0.3730765466
616	0.3730444082
617	0.3729592855
618	0.3729058563
619	0.3728767253
620	0.3728424908
621	0.3727867011
622	0.3727145809
623	0.3726148169
624	0.3725672045
625	0.3724661031
626	0.3724225631
627	0.3723526479
628	0.372322557
629	0.3721648154
630	0.3721187252
631	0.3720590557
632	0.3718904878
633	0.3718516638
634	0.3717839308
635	0.3717148852
636	0.3716475827
637	0.3716199123
638	0.3715610298
639	0.3713850535
640	0.3713437218
641	0.3712362053
642	0.3711885764
643	0.371148127
644	0.3710771394
645	0.3709963396
646	0.370920549
647	0.3708912765
648	0.3708601278
649	0.3707940367
650	0.3707228937
651	0.3706674464
652	0.3706227159
653	0.3705465652
654	0.3705068425
655	0.3704669827
656	0.3703998979
657	0.3703465404
658	0.3702918471
659	0.3702323508
660	0.3701694114
661	0.3701225093
662	0.3700567891
663	0.3700031709
664	0.3699292859
665	0.369896904
666	0.3698285789
667	0.3697090433
668	0.3694990218
669	0.369437789
670	0.3693832663
671	0.3693230062
672	0.3692885931
673	0.3692220057
674	0.3691505832
675	0.3690198126
676	0.3689653129
677	0.3688992895
678	0.3688553806
679	0.3688059131
680	0.368754975
681	0.3686585977
682	0.3685922603
683	0.3685293265
684	0.368462873
685	0.3684115034
686	0.3682058665
687	0.3680830997
688	0.3680277637
689	0.3679561955
690	0.3679069967
691	0.3678258355
692	0.3675704826
693	0.3674909763
694	0.3674302574
695	0.3673325926
696	0.3672629147
697	0.3672056102
698	0.3671440051
699	0.3670419734
700	0.3669874373
701	0.3668073861
702	0.3667611591
703	0.3665753433
704	0.3665165024
705	0.3664356182
706	0.3663597577
707	0.3662825577
708	0.3662437994
709	0.3661612939
710	0.366095846
711	0.3660548884
712	0.3659814366
713	0.3658991246
714	0.3658507759
715	0.3658009557
716	0.3657539457
717	0.3656668309
718	0.3655919418
719	0.3655060002
720	0.3654507651
721	0.3653828424
722	0.3653164815
723	0.3652454083
724	0.3651819821
725	0.3651337135
726	0.3650905122
727	0.3650126968
728	0.364944774
729	0.364859278
730	0.3647858784
731	0.3646994936
732	0.3646572133
733	0.3646069612
734	0.3645577939
735	0.3645105122
736	0.3644438801
737	0.3643416304
738	0.3642667856
739	0.3641877002
740	0.3641046849
741	0.3640613348
742	0.3640074138
743	0.3639450791
744	0.3638890776
745	0.3638102858
746	0.3637335586
747	0.3636789808
748	0.3636133434
749	0.3635431951
750	0.363478448
751	0.3634175973
752	0.3633748133
753	0.3632859621
754	0.3632135755
755	0.3631227299
756	0.3630368056
757	0.3629534043
758	0.3628569554
759	0.3627816953
760	0.3627092011
761	0.3626361588
762	0.3625735988
763	0.3625042652
764	0.3624355692
765	0.3623528625
766	0.3623102894
767	0.3622285679
768	0.3621338271
769	0.3620505392
770	0.3619746911
771	0.3619119485
772	0.3618450657
773	0.3617557426
774	0.36169648
775	0.3616268775
776	0.3615378734
777	0.3614663785
778	0.3613739505
779	0.3613062831
780	0.3612387874
781	0.361174917
782	0.3611019726
783	0.3610365277
784	0.3609712366
785	0.3609010558
786	0.3608315603
787	0.3607635855
788	0.3607082479
789	0.3606332928
790	0.360562356
791	0.3604824544
792	0.3604087853
793	0.360330945
794	0.3602630573
795	0.3601863989
796	0.3601104735
797	0.3600425194
798	0.359984525
799	0.3599295876
800	0.3598547377
801	0.3597923422
802	0.3597128864
803	0.3596198923
804	0.3595433523
805	0.3593815519
806	0.3593172766
807	0.3592246895
808	0.3591553609
809	0.3590803652
810	0.3589958261
811	0.3589342465
812	0.3588571475
813	0.3587874846
814	0.3587193588
815	0.3586453945
816	0.3585792112
817	0.358529636
818	0.3584742944
819	0.3584027186
820	0.3583399002
821	0.3582726857
822	0.3582081533
823	0.358151017
824	0.3579387593
825	0.3578637807
826	0.3577775009
827	0.357706051
828	0.3576190966
829	0.3575222249
830	0.3574407274
831	0.3573656241
832	0.357286157
833	0.3572148764
834	0.3571364804
835	0.3570629507
836	0.3569975824
837	0.3569294277
838	0.3568621717
839	0.3568070547
840	0.3567278648
841	0.3566557771
842	0.3565890621
843	0.3565221258
844	0.3564345706
845	0.3563656062
846	0.3562862849
847	0.3562265344
848	0.3561597504
849	0.3560775072
850	0.3560096391
851	0.3559244115
852	0.3558512627
853	0.3557897713
854	0.3557190034
855	0.3556475071
856	0.3555698104
857	0.3554817496
858	0.3554071407
859	0.355343298
860	0.3552734194
861	0.3550584619
862	0.3549895587
863	0.3549226168
864	0.3548408668
865	0.3547825212
866	0.3547145695
867	0.3546383606
868	0.3545697218
869	0.3544883502
870	0.3544187679
871	0.3543611531
872	0.3542739021
873	0.3541259841
874	0.3540683532
875	0.3539957954
876	0.3539338203
877	0.3538731464
878	0.3537907028
879	0.3537259108
880	0.3536640483
881	0.3536001285
882	0.3535314734
883	0.3534781341
884	0.3534085173
885	0.353341838
886	0.3532712012
887	0.3532020625
888	0.3531363436
889	0.3530732805
890	0.3530082986
891	0.3529346217
892	0.3528671589
893	0.3528015547
894	0.3527378109
895	0.3526769909
896	0.3525975307
897	0.3525205899
898	0.3524616276
899	0.3523972223
900	0.3523259653
901	0.3522570036
902	0.3521986767
903	0.3521342389
904	0.3519746847
905	0.35191054
906	0.3518449777
907	0.3517747342
908	0.3517013547
909	0.3516381994
910	0.3515780656
911	0.3515125796
912	0.3514473649
913	0.3513534996
914	0.3512919318
915	0.3512290725
916	0.351140286
917	0.351077407
918	0.3509886644
919	0.350924394
920	0.3508202891
921	0.3507540911
922	0.3506898163
923	0.350623247
924	0.350558694
925	0.3504887331
926	0.3504060833
927	0.3503461865
928	0.3502903804
929	0.3502238237
930	0.3501574775
931	0.3500760365
932	0.3500107023
933	0.3499504879
934	0.3498884227
935	0.3498292684
936	0.3497616054
937	0.3496997266
938	0.3496401067
939	0.3495657484
940	0.3495087419
941	0.3494507018
942	0.3493610099
943	0.349304837
944	0.3492490208
945	0.3491893652
946	0.3491284531
947	0.3490682776
948	0.3490073666
949	0.3489491
950	0.3488693428
951	0.3488110941
952	0.3487500351
953	0.3486607613
954	0.3485821924
955	0.3485277671
956	0.3484694596
957	0.3484097893
958	0.3483288807
959	0.34826921
960	0.3482052788
961	0.3481476585
962	0.3480817322
963	0.3480270168
964	0.3479661192
965	0.3479125848
966	0.3478535681
967	0.3477603077
968	0.3476988906
969	0.3476418795
970	0.3475642679
971	0.3474712225
972	0.3474179272
973	0.3473428207
974	0.3472683472
975	0.3472134153
976	0.3471560409
977	0.3470985034
978	0.3470410236
979	0.3469755288
980	0.3469180666
981	0.3468636314
982	0.3468065823
983	0.3467543245
984	0.3466979163
985	0.3466407918
986	0.3465852639
987	0.3465177863
988	0.3464620729
989	0.346409131
990	0.3463514207
991	0.3462593287
992	0.3462038182
993	0.346153622
994	0.3460987287
995	0.3460033025
996	0.3457943784
997	0.3457392464
998	0.3456884647
999	0.3456002367
